business_id,address,city,state,postal_code,name,review_count,stars,type,BikeParking,BusinessAcceptsBitcoin,BusinessAcceptsCreditCards,WheelchairAccessible,Caters,GoodForKids,HasTV,OutdoorSeating,RestaurantsDelivery,RestaurantsGoodForGroups,RestaurantsReservations,RestaurantsTakeOut,RestaurantsTableService,BusinessParkingTypes,RestaurantsPriceRange,Ambience_Offered,Alcohol,WiFi,Music_Offered,Categories_Offered,Categories_NightLife,Categories_Bars,Categories_AmericanTraditional,Categories_FastFood,Categories_Pizza,Categories_Sandwiches,Categories_Coffee&Tea,Categories_Italian
6Vyp-9i1jzwK_bvisuPJpQ,"Miracle Mile at Planet Hollywood, 3663 Las Vegas Blvd",Las Vegas,NV,89101,Lobster ME,822,3.5,business,0,0,1,0,0,1,0,0,0,1,0,1,0,1, 2,1,2,2,0,2,0,0,0,0,0,0,0,0
0eZHVYDyACtVVOIgoBlV3g,"Chinatown Mall, 4255 W Spring Mountain Rd",Las Vegas,NV,89102,Da Sheng Chinese Cuisine,46,3.5,business,1,0,1,0,0,1,1,0,0,1,0,1,1,1, 1,1,0,0,0,2,0,0,0,0,0,0,0,0
u8-WDsLXAl0dXQW_wqWrDg,3790 S Las Vegas Blvd,Las Vegas,NV,89109,Broadway Burger Bar & Grill,261,3.5,business,0,0,1,1,0,1,1,0,0,1,1,1,1,2, 2,1,2,2,0,4,0,0,0,0,0,0,0,0
K7lWdNUhCbcnEvI0NhGewg,"The Cosmopolitan Of Las Vegas, 3708 Las Vegas Blvd S",Las Vegas,NV,89109,Wicked Spoon,5216,3.5,business,0,0,1,1,0,1,0,0,0,1,0,0,1,1, 3,1,2,0,0,3,0,0,0,0,0,0,0,0
jqDkZNJDo4oHYP8zHbSBBw,,Las Vegas,NV,89109,Las Vegas Exotic Limos,4,4.0,business,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,1,0,0,0,1
7YBLX19t_P_CfPzM3JbolA,"Caesar's Palace, 3570 S Las Vegas Blvd",Las Vegas,NV,89109,Seahorse Lounge,37,3.5,business,0,0,1,1,0,0,1,0,0,1,0,0,0,1, 2,1,2,0,1,3,0,0,0,0,0,0,1,1
wjZ12shpUWAy4Boy0G5z1g,"Tropicana Resort and Casino, 3801 Las Vegas Blvd S",Las Vegas,NV,89109,Island Buffet,9,1.5,business,0,0,1,1,0,0,0,0,0,1,0,0,0,0, 4,0,1,0,0,2,0,0,0,0,0,0,0,0
hG9ugXVziCUGhwRNQCRVjQ,3663 Las Vegas Blvd,Las Vegas,NV,89109,Hawaiian Tropic Zone,43,3.0,business,0,0,1,1,0,0,0,1,0,1,0,0,0,1, 2,0,2,0,1,3,0,0,0,0,0,0,1,1
T113Acwqk_ru7Uvi41pruQ,3645 Las Vegas Blvd S,Las Vegas,NV,89109,Java Coast,5,3.5,business,0,0,1,0,0,0,0,0,0,0,0,0,0,0, 1,0,0,0,0,2,0,1,0,0,0,0,0,0
XXW_OFaYQkkGOGniujZFHg,2985 Las Vegas Blvd S,Las Vegas,NV,89109,The Peppermill Restaurant & Fireside Lounge,2260,4.0,business,1,0,1,1,0,1,1,0,0,1,0,1,1,1, 2,1,2,2,1,6,0,0,0,0,0,1,1,1
aKEEQqL1UFMieilnylI1gw,3131 Las Vegas Blvd. South,Las Vegas,NV,89109,Costa di Mare,462,3.5,business,0,0,1,1,0,0,0,1,0,1,1,0,1,2, 4,1,2,0,0,3,1,0,0,0,0,0,0,0
0t2KfeVO8Xtne537eq5-3g,"Paris Las Vegas, 3655 Las Vegas Blvd S",Las Vegas,NV,89109,Le Cabaret,8,5.0,business,0,0,1,0,0,0,0,0,0,1,0,0,0,0, 2,0,2,0,1,3,0,0,0,0,0,0,1,1
9-cVW8wSRoE6Nmnc7v0uUA,3400 Las Vegas Blvd S,Las Vegas,NV,89109,Pantry - 24 Hour Kitchen,388,3.5,business,0,0,1,0,0,1,1,0,0,1,0,1,1,2, 2,1,2,2,0,3,0,0,0,0,0,1,0,0
hT7SDPbIacR74vSANYsOug,"The Linq, 3535 Las Vegas Blvd S",Las Vegas,NV,89109,3535 Bar,21,4.0,business,0,0,1,0,0,0,1,0,0,1,0,0,0,2, 2,1,2,0,0,4,0,0,0,0,0,0,1,1
2uUPHRP9NZbXGNd6PbzZQQ,"20 Via Bel Canto, Ste 150",Henderson,NV,89011,Coffee Cantata,5,4.5,business,0,0,1,1,0,0,0,1,0,0,0,0,0,2, 2,0,0,2,0,2,0,1,0,0,0,0,0,0
8fiZjbPMgg4qDSLIdZsWZg,1581 N Decatur Blvd,Las Vegas,NV,89108,Sunshine Cafe,40,4.0,business,0,0,1,1,1,1,0,0,0,1,0,1,1,1, 1,1,0,0,0,3,0,0,0,0,0,0,0,0
mS8ZyLZjYhB42ts9_8j3vg,3003 N Rainbow Boulevard,Las Vegas,NV,89108,O'aces Bar & Grill,4,1.5,business,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,2,0,0,2,0,0,0,0,0,0,0,1
_kB1BSKQ5lRzhvcmCY7E0Q,,Las Vegas,NV,89108,Vegas CheeseSteaks,6,3.5,business,0,0,1,1,0,1,1,1,1,1,1,1,1,0, 1,0,0,0,0,5,0,0,0,0,0,0,0,0
cPmThZ7Ugpd8eJnIObOy0Q,10800 West Charleston Blvd,Las Vegas,NV,89135,Olive Garden Italian Restaurant,189,3.0,business,1,0,1,1,1,1,0,1,0,1,1,1,1,1, 2,1,2,2,0,6,1,0,0,0,0,0,1,1
noZNxJF_q9V3Iox5qG2bVA,"Excalibur Food Ct, 3850 S Las Vegas Blvd",Las Vegas,NV,89109,Breakfast & Burgers,14,3.0,business,0,0,1,0,0,1,0,0,0,1,0,1,0,0, 1,0,0,0,0,3,0,0,0,0,0,0,0,0
zQeopcaWD0e8dWKP5Tw-Lw,3565 Las Vegas Blvd S,Las Vegas,NV,89109,Anything Nightlife,9,3.5,business,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1
Q194SAY2nwnSZ18c0oBvDg,"2225 E Centennial Pkwy, Ste 102",North Las Vegas,NV,89081,Subway,8,4.0,business,1,0,1,0,1,1,0,0,0,1,0,1,0,0, 1,0,0,0,0,3,0,0,1,0,1,0,0,0
WUswpeAjbiww_xkSS8jTEA,4524 E Tropicana Ave,Las Vegas,NV,89121,Pupusas La Familiar Restaurant,20,3.5,business,0,0,1,1,1,1,1,0,1,1,1,1,1,1, 1,0,0,2,0,7,0,0,0,0,0,0,0,0
lPK3iqwVwFPOMswRrejwZQ,4310 E Tropicana Ave,Las Vegas,NV,89121,PT's,19,3.0,business,0,0,1,0,0,0,1,0,0,1,0,0,0,0, 2,0,2,0,2,6,0,0,0,0,0,0,1,1
jl3X1Mq5capOLWGQ6NFJVQ,4440 S Maryland Pkwy,Las Vegas,NV,89119,Whazzup Pizza,8,3.5,business,0,0,1,0,0,1,1,1,1,1,0,1,1,1, 1,0,0,0,0,2,0,0,0,1,0,0,0,0
3f0zDyiZIY8cBF-g_EkpuQ,711 Marks St,Henderson,NV,89014,Domino's Pizza,10,3.0,business,0,0,1,0,0,1,0,0,1,1,0,1,0,0, 1,0,0,0,0,4,0,0,1,1,0,0,0,0
V1EdIokE0YYN__dNYfXRdA,"3735 Spring Mountain Rd, Ste 206",Las Vegas,NV,89102,Pokeman,122,4.0,business,1,0,1,1,1,1,0,0,0,1,0,1,0,1, 2,2,0,0,0,6,0,0,0,0,0,0,0,0
ze_yvgQBifCCyZ7Qr2Q0wQ,4552 Spring Mountain Rd,Las Vegas,NV,89102,Dealer's Choice Lounge,15,4.0,business,1,0,1,0,0,0,1,0,0,1,0,0,0,0, 1,1,2,0,1,4,0,0,0,0,0,0,1,1
m-tOkwXdW0r4u_NG8w_ZXA,4355 W Spring Mountain Rd,Las Vegas,NV,89102,Lucky Cafe,14,4.5,business,0,0,1,1,0,1,1,0,1,1,1,1,0,0, 1,0,0,2,0,2,0,0,0,0,0,0,0,0
O_YSJEMk2GzcmnwXWBj74g,1 S Main St,Las Vegas,NV,89101,McDonald's,13,2.0,business,1,0,1,0,0,1,0,0,0,1,0,1,0,0, 1,0,0,2,0,3,0,0,0,0,1,0,0,0
ZW5ReCY3B9_TekUYWhr7HA,"6475 W Charleston Blvd, Ste 160",Las Vegas,NV,89146,Kaba Curry,60,4.0,business,0,0,1,0,0,1,0,0,0,1,1,1,1,2, 1,1,0,0,0,4,0,0,0,0,0,0,0,0
dbKnvc3eAugC-vRxw03Jzw,2531 E Craig Rd N,N Las Vegas,NV,89030,Del Taco,20,2.5,business,0,0,1,0,0,1,0,1,0,1,0,1,0,1, 1,1,0,0,0,3,0,0,0,0,1,0,0,0
W3h2jT0S-0986_B-ETFKmA,4650 S Maryland Pkwy,Las Vegas,NV,89119,Del Taco,3,1.0,business,1,0,1,0,0,0,0,0,0,1,0,1,0,0, 1,0,0,0,0,2,0,0,0,0,0,0,0,0
sUWlRbF585CFslxpjvgkKQ,"201 N 3rd St, Ste 120",Las Vegas,NV,89101,Sidebar,3,4.5,business,0,0,1,0,0,0,1,1,0,1,1,0,0,0, 1,0,0,0,0,5,0,0,0,0,0,0,1,1
0uR48n5SYcLE_DLcjONZPg,4800 S Maryland Pkwy,Las Vegas,NV,89119,Jimmy John's,95,4.0,business,1,0,1,1,1,1,0,0,1,1,0,1,0,1, 1,1,0,0,0,5,0,0,1,0,0,0,0,0
2ivGlp_mVzwFaPjatAERXg,1205 E Charleston Blvd,Las Vegas,NV,89104,Tacos Mexico,24,2.5,business,1,0,1,0,0,1,0,0,0,1,0,1,0,0, 1,1,0,0,0,2,0,0,0,0,0,0,0,0
oto82J0DIvK1lyJf0j_yUA,117 S Water St,Henderson,NV,89015,The Coffee House on Water Street,27,4.5,business,0,0,1,0,0,0,0,1,0,0,0,0,0,2, 1,0,0,2,0,2,0,1,0,0,0,0,0,0
_8mBVtt6yhkS0YtT1FGBNg,"1990 Village Center Cir, Ste 3",Las Vegas,NV,89134,Nekter Juice Bar,42,4.0,business,1,0,1,1,1,1,0,1,0,1,0,1,0,3, 2,0,0,2,0,6,0,0,0,0,0,0,0,0
3pSUr_cdrphurO6m1HMP9A,3899 Spring Mountain Rd,Las Vegas,NV,89102,J Karaoke Bar,330,5.0,business,1,0,1,1,0,0,1,0,0,1,1,1,1,1, 2,1,2,2,1,6,0,0,0,0,0,0,1,1
LWwAMZUiH6iBaL4a6jGRWw,1301 W Sunset Rd,Henderson,NV,89014,Pasta Cucina,68,3.0,business,0,0,1,1,0,1,1,0,0,1,1,1,1,1, 2,1,2,2,0,6,1,0,0,0,0,0,0,0
kmdFk8ETfXiuoS364jaJFA,"South Point Hotel & Casino, 9777 S Las Vegas Blvd",Las Vegas,NV,89183,Garden Buffet,252,2.5,business,0,0,1,1,0,1,0,0,0,1,0,0,1,1, 2,1,1,2,0,2,0,0,0,0,0,0,0,0
4aAf2nAr86lcDHzqWSaYuQ,5020 Broadbent Blvd,Las Vegas,NV,89122,Alexander's Pizza,65,3.5,business,0,0,1,0,1,1,1,0,1,0,0,1,0,1, 2,1,0,0,0,3,0,0,0,1,0,0,0,0
Jfnb9IDQ326omYqA-buX_w,1616 E Lake Mead Blvd,N Las Vegas,NV,89030,Wendy's,3,1.5,business,0,0,1,0,0,0,0,0,0,0,0,0,0,0, 1,0,0,0,0,2,0,0,0,0,0,0,0,0
_TlhZftKs1aXCYX1rLWAGw,15 Fremont St,Las Vegas,NV,89101,La Bayou Casino,75,4.0,business,1,0,1,1,0,0,1,0,0,1,0,0,0,0, 1,1,2,0,0,7,0,0,0,0,0,0,1,1
0dr1FgqQSEMbaTu9SDqiIg,"2101 N Rainbow Blvd, Ste 101",Las Vegas,NV,89108,China A Go Go,111,3.5,business,1,0,1,0,1,1,0,0,1,1,0,1,1,1, 1,1,0,0,0,2,0,0,0,0,0,0,0,0
nupAsas-_hc8225O_5APMQ,7450 W Cheyenne Ave,Las Vegas,NV,89129,Harold's Chicken & Fish,10,3.5,business,0,0,1,1,1,1,1,0,0,1,0,1,0,1, 2,0,0,0,0,2,0,0,0,0,0,1,0,0
0oh91u-VcUopMsdHJvF-CQ,"171 N Gibson Rd, Ste 100",Henderson,NV,89014,Dunkin' Donuts,65,3.0,business,1,0,1,0,0,0,0,0,0,0,0,1,0,1, 1,0,0,2,0,3,0,1,0,0,0,0,0,0
kbaXNZLUyVuWbeQxH-NNKw,"10895 S Eastern Ave, Ste 130",Henderson,NV,89052,Bell's BBQ,265,4.0,business,1,0,1,1,1,1,1,1,1,1,0,1,1,1, 2,1,1,2,0,5,0,0,0,0,0,1,0,0
hQ4IGBbdDcCUh11zUSzwCQ,707 E Fremont St,Las Vegas,NV,89101,Big Ern's BBQ,254,3.0,business,1,0,1,0,1,1,0,1,0,1,0,1,0,1, 2,1,1,0,0,2,0,0,0,0,0,0,0,0
Q5olb1x6FGk2oLAlc9p5Lg,6527 Las Vegas Blvd,Las Vegas,NV,89119,Bonefish Grill,376,4.0,business,1,0,1,0,0,1,1,1,0,1,1,1,1,1, 2,1,2,0,0,2,0,0,0,0,0,0,0,0
C-u6Ywuq192icOblKm6oKg,"3620 E Flamingo Rd, Ste 5",Las Vegas,NV,89121,Nosh & Swig,194,4.0,business,1,0,1,0,1,1,1,0,0,1,1,1,1,1, 2,1,2,0,0,2,0,0,0,0,0,0,0,0
mZI_wVrLOjz4M-QIC9n-jA,1089 E Tropicana Ave,Las Vegas,NV,89119,PT's,26,2.5,business,0,0,1,0,0,0,1,0,0,1,0,1,0,1, 2,1,2,0,0,6,0,0,0,0,0,0,1,1
IcRLhuxPHnyxW8bJ2llueQ,"1220 E Harmon Ave, Ste D",Las Vegas,NV,89119,Al's Donuts,89,3.5,business,1,0,1,1,0,0,0,0,0,0,0,0,0,1, 1,0,0,0,0,3,0,1,0,0,0,0,0,0
bIl02CY-4wSCCGxxeMOsig,1300 Mall Ring Cir,Henderson,NV,89014,Burger Factory,21,4.0,business,0,0,1,0,0,1,0,0,0,1,0,1,0,0, 1,0,0,0,0,3,0,0,0,0,0,0,0,0
9UZbY3FxhpNZ8sVWcYON6A,2415 E Tropicana Ave,Las Vegas,NV,89121,Cicis,92,3.0,business,1,0,1,0,0,1,1,0,0,1,0,1,0,1, 1,1,0,2,0,4,0,0,0,1,0,1,0,0
gofm05Jo-OYqjlxuD5BBDw,1510 E Sahara Ave,Las Vegas,NV,89104,Chuy's Tacos,16,4.0,business,1,0,1,0,1,1,1,1,1,1,0,1,0,0, 1,0,0,0,0,2,0,0,0,0,0,0,0,0
ZxfjACWhW25vklHpYDMWag,1453 N Jones Blvd,Las Vegas,NV,89108,The Water Factory,4,4.0,business,0,0,0,0,0,0,0,0,0,0,0,1,0,0, 1,0,0,0,0,2,0,0,0,0,0,0,0,0
TrGBHqHVzJM5tk2C1D1ctQ,"3250 N Tenaya Way, Ste 104",Las Vegas,NV,89129,The Sandwich Spot,253,4.5,business,1,0,1,1,1,1,1,0,0,1,0,1,0,1, 1,1,0,0,0,4,0,0,1,0,0,0,0,0
Fkpl9XOvqp2MXCAXsC-zWw,4866 S Maryland Pkwy,Las Vegas,NV,89119,Jack In the Box,19,2.5,business,1,0,1,0,0,1,0,0,0,1,0,1,0,0, 1,0,0,0,0,2,0,0,0,0,1,0,0,0
Asy49gKgikq_NkYsC_7c0Q,11350 Southern Highlands Pkwy,Las Vegas,NV,89141,Capriotti's Sandwich Shop,70,2.0,business,1,0,1,0,1,1,1,1,0,1,0,1,0,1, 1,1,0,0,0,2,0,0,1,0,0,0,0,0
eS76100l3h7Ollb5s3_M4A,8899 S Eastern Ave,Las Vegas,NV,89123,Mad House Coffee,185,4.0,business,1,0,1,1,1,1,0,1,0,1,0,1,0,0, 1,0,0,1,0,7,0,1,0,0,0,0,0,0
l07I7E_F5IhhBd4uvxxcdA,1639 W Warm Springs Rd,Henderson,NV,89014,Gators Pizza,27,4.0,business,1,0,1,1,1,1,1,0,1,1,0,1,1,1, 1,1,0,0,0,6,1,0,0,1,1,0,0,0
zx1iW-K5dR1pI9PPs4UHwQ,524 E Lake Mead Pkwy,Henderson,NV,89015,Taco Bell,15,4.0,business,0,0,1,0,0,1,0,0,0,1,0,1,0,0, 1,0,0,0,0,4,0,0,0,0,1,0,0,0
3tBRBsiTi6JJz3CJ7DcS_w,3137 Industrial Rd,Las Vegas,NV,89109,Skinny Chick Fat Chicken,13,4.0,business,1,0,1,1,1,1,1,0,1,1,0,1,0,1, 2,0,0,0,0,7,0,0,1,0,0,1,0,0
OM31QC8tyTOXZgK0FDz_hw,5526 Boulder Hwy,Las Vegas,NV,89122,Del Taco,17,3.0,business,1,0,1,1,0,1,0,1,0,0,0,1,0,0, 1,0,0,2,0,2,0,0,0,0,0,0,0,0
w4cdbB61ycJ5b0CFBpX3Dg,"3380 Arville St, Ste C",Las Vegas,NV,89102,Sophia's Pizzeria,5,4.0,business,0,0,1,0,0,1,0,0,1,1,0,1,0,0, 2,0,0,0,0,3,1,0,0,1,0,0,0,0
taXS6xRIjHYAV2ou1HT0Jg,Sammy Davis Jr. Dr,Las Vegas,NV,89109,Lion's Den,24,5.0,business,1,0,1,0,0,0,0,0,0,0,0,0,0,1, 2,0,0,0,0,6,0,0,0,0,0,0,1,1
khXRwuslAgvZ8PkqCgiBKw,"3620 W Sahara Ave, Ste W4",Las Vegas,NV,89102,Gianna's Pizza,52,4.0,business,0,0,1,1,1,1,1,1,1,1,1,1,1,1, 1,1,1,2,0,4,0,0,0,1,0,0,0,0
j4nX7yJFULEXXjMKBLwDLw,2001 E Cheyenne Ave,N Las Vegas,NV,89030,Panda Express,11,2.5,business,0,0,1,0,0,1,0,0,0,1,1,1,0,0, 1,0,0,0,0,3,0,0,0,0,1,0,0,0
llifBVCFAnr124WdKXmtLg,8826 S Eastern Ave,Las Vegas,NV,89123,Ali Baba Cuisine,102,3.0,business,1,0,1,1,1,1,1,1,0,1,1,1,1,1, 2,1,2,2,0,5,0,0,0,0,0,0,0,0
8jlSRdjL4ARMhS3gXrqJmQ,3790 Las Vegas Blvd S,Las Vegas,NV,89109,Pour 24,87,4.0,business,1,0,1,1,0,0,1,0,0,1,0,0,0,1, 2,1,2,0,0,4,0,0,0,0,0,0,1,1
0qet57CmMA5qUm6gPFUTpg,3570 Las Vegas Blvd S,Las Vegas,NV,89109,Di Fara Pizza,69,2.5,business,0,0,1,0,0,1,0,0,0,1,0,1,0,0, 2,1,1,0,0,3,1,0,0,1,0,0,0,0
izvmwI3kSYIt-a6vA4gUMw,"1306 W Craig Rd, #K",Las Vegas,NV,89032,Port of Subs,14,3.5,business,1,0,1,0,1,1,1,0,0,1,0,1,0,1, 1,0,0,0,0,3,0,0,1,0,0,0,0,0
Qihead6oTtWCwde3TBqlGg,1 Fremont St,Las Vegas,NV,89101,Du-Par's,734,4.0,business,0,0,1,1,0,1,0,0,0,1,0,1,1,0, 2,1,0,0,0,5,0,0,0,0,0,1,0,0
5mair616AhJMpRjbd5z94g,2003 S Decatur Blvd,Las Vegas,NV,89102,Subway,7,3.0,business,0,0,1,0,1,1,0,0,0,1,0,1,0,0, 1,0,0,0,0,3,0,0,1,0,1,0,0,0
phLWnouPKgNkoRtS6wCYgQ,"The Silverton, 3333 Blue Diamond Rd",Las Vegas,NV,89139,Sway Pool & Lounge,10,4.0,business,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,1
Ae91-YlrGnHKq7KXD1WDxw,3850 Las Vegas Blvd S,Las Vegas,NV,89109,ABX American Burger Works,53,3.5,business,0,0,1,0,0,1,0,0,0,1,0,1,0,0, 2,1,1,0,0,2,0,0,0,0,0,0,0,0
95OKRGypX25zoyvJYunU4g,3535 Las Vegas Blvd,Las Vegas,NV,89109,Blvd. Cocktail Company,89,4.0,business,0,0,1,1,0,0,0,1,0,1,0,0,0,1, 2,1,2,0,1,3,0,0,0,0,0,0,1,1
S-xZzaHeMyMcqf66GAC4wA,3750 Las Vegas Blvd S,Las Vegas,NV,89109,Boardwalk Hotel & Casino,11,3.0,business,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,1,1
jkCkdlxISVraP-tnTsgOvw,3401 E Tropicana Avenue,Las Vegas,NV,89121,Burger King,5,2.0,business,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0
QfD_KzfBGRZ1OLu1Vs1rrA,"Palace Station Hotel & Casino, 2420 W Sahara Ave",Las Vegas,NV,89102,Pasta Cucina,18,4.0,business,0,0,1,0,0,0,0,0,0,1,1,0,1,1, 2,0,2,0,0,2,1,0,0,0,0,0,0,0
cykzJbkgweJvZsvkrHMR7g,5546 Camino Al Norte,North Las Vegas,NV,89031,Jasmine Express,182,3.0,business,1,0,1,1,0,1,0,0,1,1,0,1,1,1, 1,1,0,2,0,6,0,0,0,0,0,0,0,0
7UFDAX4wLi6ux5otguYldA,1720 Festival Plaza Dr,Las Vegas,NV,89135,Andiron Steak & Sea,249,4.0,business,1,0,1,0,0,0,1,1,0,1,1,0,1,1, 3,1,2,2,0,4,0,0,0,0,0,0,0,0
5rWfJa_61-dMVstA_e9FHQ,,Las Vegas,NV,89183,Joy's Teaspoon,3,5.0,business,0,0,1,0,0,0,0,0,0,0,0,0,0,0, 2,0,0,0,0,2,0,1,0,0,0,0,0,0
ts4oBmF0ObxMcBb7Rm3tSA,9026 W Sahara Ave,Las Vegas,NV,89117,Pumi Chinese Restaurant,5,4.0,business,0,0,1,1,0,0,0,0,0,1,1,1,0,0, 2,0,0,0,0,3,0,0,0,0,0,0,0,0
BSbKXrd41LiCmZ_fEMwrOw,3650 E Flamingo Rd,Las Vegas,NV,89121,Fix8 Fitness Cafe,4,4.0,business,0,0,1,0,0,1,0,0,1,1,0,1,0,0, 2,0,0,0,0,2,0,0,0,0,0,0,0,0
1nqfF7z_bAnODz7cJ-uekA,"Sunset Station Hotel & Casino, 1313 W Sunset Rd",Henderson,NV,89014,Viva Salsa,11,3.0,business,0,0,1,0,0,1,0,0,0,1,0,1,0,0, 1,0,1,0,0,2,0,0,0,0,0,0,0,0
TdfdX7QAHPQYiWmpE27KaA,"55 S Gibson Rd, Ste 110",Henderson,NV,89012,Lil Brown Sugar's Cupcakes Cafe,70,4.0,business,1,0,1,1,1,1,0,1,0,1,0,1,0,1, 1,1,0,0,0,5,0,0,0,0,0,0,0,0
WNSdjFgR3vjeDQl7rKEGNg,3049 S Las Vegas Blvd,Las Vegas,NV,89109,Shish Kabob House,3,3.5,business,0,0,0,1,0,0,0,0,1,0,0,0,0,0, 1,0,0,0,0,1,0,0,0,0,0,0,0,0
yNR2rdFBOhhRdQHJ19lseA,"Paris Las Vegas Hotel & Casino, 3655 Las Vegas Blvd",Las Vegas,NV,89109,Ooh La La,3,2.5,business,0,0,0,1,0,0,0,0,0,0,0,0,0,0, 2,0,0,0,0,4,0,0,0,0,0,0,0,1
A5_opCP5Gq_x1pI8ZbVa2g,"Harrah's Las Vegas Hotel & Casino, 3475 Las Vegas Boulevard South",Las Vegas,NV,89109,Menopause The Musical,73,4.0,business,0,0,1,0,0,0,0,0,0,1,0,0,0,1, 2,1,2,0,1,4,0,0,0,0,0,0,0,1
5yhNO4OIxXGGRzA5ULPF7A,"Hawaiian Marketplace, 3743 South Las Vegas Boulevard",Las Vegas,NV,89109,Evening Call - Hawaiian Marketplace,3,4.5,business,1,0,1,1,0,0,0,1,0,1,0,0,0,1, 2,1,2,0,0,5,0,0,0,0,0,0,1,1
DRiTXZ2laRiAgrB-Gkgv1g,3755 Las Vegas Blvd S,Las Vegas,NV,89109,McDonald's,53,3.5,business,0,0,1,1,0,1,0,0,0,1,0,1,0,1, 1,2,0,0,0,3,0,0,0,0,1,0,0,0
Seq3iuRR5vThdVeXDc6Dnw,1522 W Charleston Blvd,Las Vegas,NV,89102,Carl's Jr,17,3.0,business,0,0,1,1,0,1,0,0,0,1,0,1,0,0, 1,0,0,0,0,3,0,0,0,0,1,0,0,0
GRaFqN1QdLFRZpQR-03Dvw,2561 Windmill Pkwy,Henderson,NV,89074,The Gin Mill,29,3.0,business,1,0,1,1,0,0,1,1,0,1,0,1,1,1, 1,1,2,0,1,5,0,0,0,0,0,1,1,1
gtgwlSNqDAehi723uMdpIg,"Venetian Hotel & Casino, 3355 Las Vegas Blvd",Las Vegas,NV,89109,Rialto Deli,18,3.5,business,0,0,1,1,0,1,0,0,0,0,0,1,0,1, 1,0,0,0,0,2,0,0,0,0,0,0,0,0
SNc3-bV7preAPifzE4asNA,4011 E Charleston Blvd,Las Vegas,NV,89104,El Pollo Loco,5,2.0,business,0,0,1,0,1,1,0,0,0,1,0,1,0,0, 1,0,0,0,0,2,0,0,0,0,0,0,0,0
VPO8pBUwYz1u6GoG0d2U-Q,7045 N Durango Dr,Las Vegas,NV,89149,Popeye's,73,2.0,business,0,0,1,0,0,1,0,0,0,1,0,1,0,1, 1,0,0,0,0,4,0,0,0,0,1,0,0,0
RLKmlfXff51niEphDir9RQ,"Flamingo Las Vegas, 3555 Las Vegas Blvd S",Las Vegas,NV,89109,Bugsy's Bar,6,4.0,business,0,0,1,0,0,0,1,0,0,1,0,0,0,0, 2,0,2,0,0,2,0,0,0,0,0,0,1,1
MqIgMLUdD53r_dmx1goYJg,7155 N Durango Dr,Las Vegas,NV,89149,Shucks Tavern & Oyster Bar,247,3.5,business,1,0,1,1,0,1,1,0,0,1,0,1,1,1, 2,1,2,2,0,6,0,0,0,0,0,0,1,1
SsN-SaGGkJn2Qm-jSDQ4aQ,3500 South Las Vegas Blvd,Las Vegas,NV,89109,Trevi Italian Restaurant,646,3.5,business,0,0,1,1,0,1,1,0,0,1,1,1,1,1, 2,1,2,2,0,6,1,0,0,1,0,1,0,0
RycZOiohghoI0Ssg2Qqgqw,3655 Las Vegas Blvd S,Las Vegas,NV,89109,JJ's Boulangerie,161,3.0,business,0,0,1,0,0,1,0,0,0,1,0,1,0,1, 2,1,0,0,0,4,0,0,0,0,0,0,0,0
7WHAdFHiHLmNJN72M_AKYQ,"Hawaiian Marketplace, 3743 Las Vegas Blvd S",Las Vegas,NV,89109,Dumpling And Noodle House,26,2.5,business,0,0,1,0,0,1,0,0,0,1,0,1,0,0, 1,0,0,0,0,3,0,0,0,0,0,0,0,0
qFAw6wHMMcr4ctF-ZdGhEA,"The Venetian Resort Hotel Casino, 3355 Las Vegas Blvd S",Las Vegas,NV,89109,Trattoria Reggiano,654,4.0,business,1,0,1,1,0,1,1,0,0,1,1,1,1,2, 2,1,2,2,0,2,1,0,0,0,0,0,0,0
z0rSmZQz9eEXjg_C3_E5-g,4632 S Maryland Pkwy,Las Vegas,NV,89119,Stephano's Greek & Mediterranean Grill,275,4.0,business,1,0,1,1,1,1,1,1,1,1,0,1,0,1, 2,1,2,2,0,4,0,0,0,0,0,0,0,0
Qus1EKJhd0Mi-BnnEeuv5Q,5881 E Charleston Blvd,Las Vegas,NV,89142,Starbucks,10,2.0,business,1,0,1,0,0,0,0,0,0,0,0,0,0,0, 2,0,0,0,0,2,0,1,0,0,0,0,0,0
p3YqOYELqXtLyHz9T49p_w,3863 Spring Mountain Rd,Las Vegas,NV,89102,Hot N Juicy Crawfish,579,4.0,business,0,0,1,0,0,1,1,0,0,1,0,1,1,1, 2,1,1,0,0,3,0,0,0,0,0,0,0,0
fhoFsFK6TqJOEo30LtXeDA,"3755 Spring Mountain Rd, Ste 101",Las Vegas,NV,89102,The Halal Guys,273,3.5,business,1,0,1,1,1,1,0,0,1,0,0,1,0,2, 1,1,0,2,0,6,0,0,0,0,0,0,0,0
